checkin_type,delay_at_checkout_in_minutes
connect,-205.0
mobile,-48.0
mobile,461.0
connect,0.0
connect,-43.0
connect,222.0
mobile,-75.0
mobile,-197.0
mobile,-416.0
mobile,-72.0
mobile,93.0
mobile,-213.0
connect,69.0
mobile,-20.0
mobile,225.0
mobile,7.0
mobile,-5.0
connect,51.0
mobile,378.0
connect,1.0
mobile,-128.0
mobile,258.0
connect,-139.0
connect,-338.0
mobile,20.0
mobile,-332.0
mobile,-2.0
mobile,-17.0
mobile,535.0
mobile,2.0
connect,19.0
mobile,30.0
mobile,154.0
mobile,-41.0
mobile,252.0
mobile,24.0
mobile,45.0
connect,-40.0
connect,125.0
connect,25.0
mobile,91.0
mobile,79.0
mobile,-337.0
mobile,38.0
connect,-13.0
mobile,-1.0
mobile,24.0
mobile,-25.0
connect,119.0
mobile,-49.0
mobile,221.0
mobile,1.0
mobile,-100.0
mobile,1397.0
mobile,292.0
mobile,3.0
connect,15.0
mobile,8.0
mobile,-14.0
connect,-10.0
connect,-402.0
mobile,-25.0
mobile,11.0
mobile,229.0
mobile,30.0
mobile,-13.0
connect,-95.0
mobile,-38.0
mobile,64.0
mobile,76.0
mobile,15.0
mobile,-215.0
connect,-25.0
mobile,33.0
mobile,142.0
mobile,293.0
mobile,43.0
mobile,-285.0
mobile,3596.0
mobile,44.0
connect,-81.0
connect,-89.0
mobile,-247.0
mobile,14.0
mobile,944.0
mobile,661.0
mobile,251.0
mobile,358.0
mobile,3.0
mobile,36.0
mobile,-99.0
mobile,4.0
connect,-85.0
connect,55.0
mobile,5.0
mobile,-117.0
connect,-7.0
mobile,-26.0
mobile,39.0
connect,-2.0
mobile,-29.0
connect,-98.0
mobile,126.0
mobile,17.0
mobile,-23.0
mobile,63.0
mobile,-126.0
mobile,-531.0
mobile,-62.0
mobile,-414.0
connect,-77.0
connect,2.0
mobile,29.0
mobile,11.0
mobile,372.0
mobile,167.0
mobile,37.0
mobile,-16.0
mobile,-26.0
mobile,-140.0
mobile,1261.0
mobile,63.0
connect,-48.0
mobile,30.0
mobile,186.0
connect,-408.0
mobile,30.0
mobile,-77.0
connect,8.0
mobile,54.0
mobile,-85.0
mobile,10.0
mobile,140.0
mobile,69.0
mobile,66.0
mobile,186.0
mobile,-45.0
mobile,-79.0
connect,-470.0
mobile,31.0
mobile,-143.0
mobile,139.0
connect,-932.0
mobile,307.0
mobile,-14.0
mobile,-1359.0
connect,-42.0
mobile,6.0
mobile,1449.0
mobile,-49.0
mobile,1381.0
mobile,17.0
connect,224.0
mobile,154.0
mobile,-29.0
mobile,-121.0
mobile,80.0
connect,-6.0
mobile,-88.0
connect,-203.0
mobile,25.0
mobile,36.0
mobile,4.0
mobile,-39.0
mobile,-15.0
mobile,4.0
mobile,327.0
mobile,40.0
mobile,93.0
connect,57.0
mobile,-115.0
mobile,-274.0
connect,-38.0
mobile,-3.0
mobile,22618.0
mobile,-51.0
mobile,-15.0
mobile,339.0
mobile,97.0
mobile,223.0
mobile,45.0
mobile,124.0
mobile,10.0
mobile,53.0
mobile,38.0
mobile,27.0
mobile,6.0
connect,-352.0
mobile,-71.0
mobile,39.0
connect,-104.0
connect,-38.0
mobile,3.0
connect,-626.0
mobile,117.0
mobile,3.0
connect,-3.0
mobile,53.0
mobile,-5.0
mobile,-23.0
mobile,48.0
mobile,-51.0
connect,68.0
mobile,364.0
connect,-1.0
mobile,10.0
mobile,-1003.0
mobile,-6.0
mobile,-3.0
mobile,-58.0
mobile,63.0
mobile,-115.0
mobile,77.0
connect,36.0
mobile,-54.0
mobile,2.0
mobile,79.0
mobile,21.0
connect,0.0
mobile,5.0
mobile,-4.0
mobile,9.0
connect,1459.0
mobile,100.0
mobile,24.0
mobile,28.0
mobile,62.0
mobile,-414.0
connect,-228.0
mobile,207.0
mobile,-29.0
mobile,-51.0
mobile,4.0
mobile,27.0
mobile,44.0
mobile,34.0
mobile,82.0
mobile,-11.0
mobile,-839.0
mobile,-5.0
mobile,83.0
mobile,-95.0
mobile,76.0
connect,12.0
mobile,10.0
mobile,70.0
mobile,741.0
mobile,73.0
connect,-107.0
connect,-384.0
mobile,2.0
mobile,18.0
mobile,18.0
mobile,-684.0
connect,102.0
connect,-2.0
mobile,2642.0
mobile,-13.0
connect,-50.0
mobile,42.0
mobile,-8.0
connect,266.0
mobile,240.0
mobile,14.0
mobile,-203.0
mobile,-67.0
mobile,-22.0
connect,-370.0
mobile,113.0
mobile,-25.0
mobile,-1375.0
mobile,-19.0
mobile,1207.0
mobile,42.0
mobile,4.0
mobile,164.0
mobile,29.0
connect,-107.0
mobile,7.0
connect,-37.0
mobile,465.0
mobile,-95.0
mobile,87.0
mobile,1459.0
mobile,-29.0
mobile,264.0
mobile,8.0
mobile,52.0
mobile,30.0
connect,-618.0
mobile,43.0
connect,-54.0
connect,-117.0
mobile,25.0
mobile,70.0
mobile,57.0
mobile,64.0
mobile,21.0
mobile,393.0
mobile,29.0
mobile,14.0
mobile,-69.0
connect,9.0
connect,-3.0
mobile,61.0
mobile,77.0
mobile,12.0
mobile,-943.0
mobile,-171.0
mobile,-47.0
mobile,-9.0
connect,14.0
mobile,-125.0
mobile,213.0
mobile,-18.0
mobile,1590.0
mobile,138.0
mobile,96.0
connect,-178.0
mobile,1498.0
connect,103.0
mobile,-43.0
mobile,92.0
mobile,17.0
mobile,-59.0
mobile,-186.0
connect,-33.0
connect,234.0
mobile,9.0
mobile,13.0
connect,98.0
mobile,-39.0
mobile,12.0
mobile,29.0
mobile,891.0
mobile,6.0
mobile,-21.0
mobile,-39.0
mobile,27.0
connect,6.0
mobile,21.0
mobile,-9.0
mobile,42.0
mobile,2583.0
mobile,90.0
mobile,163.0
connect,50.0
mobile,1.0
mobile,725.0
mobile,61.0
mobile,1257.0
mobile,85.0
mobile,39.0
connect,-146.0
mobile,-67.0
mobile,-13.0
mobile,-250.0
mobile,1288.0
connect,69.0
mobile,-57.0
mobile,-97.0
mobile,249.0
mobile,44.0
mobile,122.0
mobile,185.0
mobile,137.0
mobile,27.0
mobile,62.0
connect,-4.0
mobile,195.0
mobile,-282.0
mobile,138.0
connect,9.0
mobile,134.0
mobile,4.0
mobile,61.0
mobile,101.0
connect,-55.0
mobile,-793.0
mobile,-14.0
mobile,75.0
mobile,133.0
mobile,127.0
connect,-77.0
mobile,-17.0
connect,281.0
mobile,44.0
mobile,15.0
mobile,255.0
mobile,15.0
connect,-32.0
mobile,69.0
mobile,-10.0
mobile,700.0
mobile,27.0
mobile,20.0
mobile,-22.0
mobile,4.0
mobile,192.0
connect,-78.0
mobile,151.0
mobile,-36.0
mobile,-3.0
connect,172.0
mobile,-13.0
mobile,118.0
connect,22.0
connect,1.0
mobile,-5.0
mobile,217.0
mobile,-29.0
mobile,354.0
mobile,-41.0
connect,-81.0
mobile,223.0
connect,76.0
mobile,15.0
mobile,-15.0
connect,-354.0
mobile,1.0
mobile,-6.0
mobile,11.0
mobile,52.0
mobile,3.0
mobile,-55.0
mobile,-43.0
mobile,-29.0
connect,14.0
connect,7.0
mobile,-174.0
connect,1.0
connect,19.0
connect,-164.0
mobile,254.0
mobile,-140.0
mobile,62.0
mobile,125.0
mobile,55.0
mobile,58.0
mobile,-93.0
mobile,-6.0
mobile,-133.0
mobile,-1.0
connect,-601.0
mobile,78.0
mobile,-6.0
mobile,252.0
connect,-54.0
mobile,-78.0
mobile,22.0
mobile,-46.0
mobile,8.0
mobile,-5.0
mobile,-1126.0
connect,82.0
mobile,-37.0
mobile,316.0
mobile,204.0
mobile,-15.0
connect,-1.0
mobile,28.0
mobile,25.0
connect,5.0
connect,116.0
mobile,-16.0
connect,-37.0
mobile,-232.0
mobile,100.0
connect,68.0
mobile,8.0
mobile,122.0
mobile,-159.0
mobile,-84.0
mobile,-60.0
mobile,243.0
mobile,289.0
mobile,-19.0
connect,6.0
mobile,34.0
mobile,163.0
mobile,-76.0
connect,-291.0
connect,74.0
mobile,25.0
connect,8.0
connect,24.0
mobile,35.0
connect,90.0
mobile,13.0
mobile,51.0
mobile,208.0
mobile,2855.0
mobile,17.0
mobile,-44.0
mobile,-50.0
mobile,147.0
connect,-12.0
connect,-2.0
mobile,108.0
connect,-30.0
mobile,34.0
mobile,12.0
mobile,80.0
mobile,-41.0
mobile,-1148.0
mobile,4.0
mobile,-27.0
mobile,-933.0
mobile,-221.0
connect,4.0
connect,-678.0
mobile,9.0
mobile,-8.0
mobile,294.0
mobile,38.0
mobile,63.0
mobile,528.0
connect,40.0
connect,149.0
mobile,-25.0
mobile,77.0
mobile,3.0
mobile,15.0
mobile,36.0
mobile,1.0
mobile,124.0
mobile,331.0
mobile,28.0
connect,-63.0
mobile,-54.0
mobile,-167.0
mobile,264.0
mobile,17.0
mobile,-513.0
connect,-85.0
connect,23.0
connect,-22.0
connect,-4.0
connect,5.0
mobile,91.0
connect,-4.0
connect,81.0
mobile,1056.0
connect,84.0
connect,80.0
mobile,41.0
mobile,-993.0
connect,-15.0
mobile,29.0
mobile,93.0
mobile,4.0
mobile,1.0
mobile,52.0
mobile,1147.0
mobile,-172.0
mobile,-40.0
mobile,-4.0
connect,-750.0
mobile,47.0
connect,139.0
mobile,-175.0
connect,46.0
connect,-9.0
mobile,-23.0
mobile,-130.0
mobile,-62.0
mobile,-145.0
mobile,-27.0
mobile,13.0
connect,94.0
mobile,1564.0
mobile,-89.0
mobile,155.0
connect,16.0
mobile,57.0
mobile,-82.0
connect,-14.0
connect,-44.0
mobile,-53.0
connect,39.0
mobile,-121.0
mobile,-25.0
mobile,-91.0
connect,-62.0
mobile,-514.0
connect,16.0
mobile,164.0
mobile,-30.0
connect,-2.0
mobile,87.0
mobile,62.0
connect,-3.0
mobile,7.0
mobile,9.0
mobile,-20.0
mobile,262.0
mobile,-68.0
mobile,36.0
mobile,0.0
connect,2.0
mobile,19.0
mobile,2631.0
connect,-11.0
mobile,222.0
mobile,-111.0
mobile,45.0
connect,-57.0
mobile,-102.0
mobile,-13.0
mobile,134.0
mobile,525.0
mobile,-3.0
connect,74.0
mobile,22.0
mobile,-47.0
mobile,1689.0
connect,-48.0
mobile,4.0
mobile,-53.0
mobile,-19.0
mobile,-22.0
mobile,151.0
mobile,36.0
mobile,-43.0
mobile,474.0
mobile,5.0
connect,3.0
mobile,-30.0
connect,148.0
mobile,-14.0
mobile,16.0
mobile,185.0
mobile,18.0
connect,77.0
mobile,24.0
mobile,-4.0
mobile,70.0
connect,-337.0
mobile,-23.0
mobile,64.0
mobile,47.0
mobile,-13.0
mobile,-25.0
mobile,-58.0
mobile,44.0
connect,-111.0
mobile,37.0
mobile,219.0
mobile,-44.0
mobile,37.0
connect,-226.0
mobile,45.0
mobile,338.0
mobile,32.0
mobile,100.0
mobile,27.0
connect,-6.0
mobile,-62.0
mobile,37.0
mobile,863.0
connect,-942.0
mobile,16.0
mobile,-6.0
mobile,35.0
connect,-272.0
mobile,83.0
mobile,-45.0
connect,721.0
mobile,-38.0
mobile,-11.0
mobile,128.0
mobile,69.0
connect,-470.0
mobile,48.0
mobile,50.0
mobile,21.0
mobile,50.0
connect,-412.0
mobile,-5.0
mobile,674.0
mobile,33.0
mobile,-1426.0
connect,141.0
connect,-8.0
connect,-45.0
mobile,65.0
connect,127.0
mobile,-4.0
mobile,191.0
connect,14.0
mobile,-56.0
mobile,42.0
mobile,735.0
connect,-18.0
mobile,251.0
mobile,-95.0
mobile,-73.0
mobile,15.0
mobile,740.0
mobile,7.0
connect,-120.0
mobile,21.0
mobile,-355.0
connect,-21.0
mobile,62.0
mobile,-83.0
mobile,-78.0
mobile,2.0
connect,-245.0
mobile,35.0
mobile,-3.0
connect,88.0
mobile,26.0
mobile,163.0
mobile,1.0
mobile,536.0
mobile,75.0
mobile,205.0
mobile,5406.0
mobile,19.0
mobile,-2501.0
mobile,12.0
connect,79.0
mobile,-6.0
mobile,-161.0
connect,10.0
mobile,8.0
mobile,137.0
mobile,2542.0
mobile,27.0
mobile,7.0
connect,30.0
mobile,53.0
mobile,-580.0
connect,66.0
mobile,-253.0
mobile,-2869.0
mobile,44.0
mobile,-25.0
mobile,0.0
mobile,35.0
mobile,-126.0
mobile,152.0
mobile,-37.0
mobile,-5.0
mobile,69.0
mobile,-120.0
connect,-59.0
mobile,116.0
mobile,422.0
connect,18.0
mobile,-121.0
mobile,34.0
mobile,-33.0
mobile,5.0
mobile,25.0
mobile,208.0
connect,37.0
mobile,48.0
mobile,-35.0
mobile,73.0
mobile,18.0
mobile,21.0
connect,75.0
connect,45.0
mobile,11.0
mobile,27.0
mobile,26.0
mobile,-49.0
mobile,23.0
mobile,-125.0
connect,-6.0
mobile,53.0
mobile,41.0
mobile,266.0
mobile,-39.0
connect,-36.0
mobile,-5.0
mobile,-8.0
mobile,-37.0
mobile,44.0
connect,5.0
mobile,1.0
connect,-126.0
mobile,0.0
mobile,27.0
mobile,51.0
mobile,-11.0
mobile,44.0
mobile,-30.0
mobile,13.0
connect,-23.0
connect,8.0
mobile,-19.0
mobile,-713.0
mobile,-9.0
mobile,-55.0
mobile,-44.0
mobile,-4.0
mobile,-56.0
mobile,39.0
mobile,9.0
mobile,101.0
mobile,-11.0
mobile,-60.0
mobile,-106.0
mobile,1069.0
mobile,123.0
mobile,217.0
connect,283.0
mobile,-25.0
mobile,44.0
mobile,-24.0
mobile,277.0
mobile,1303.0
mobile,-11.0
mobile,1318.0
mobile,6.0
mobile,-13.0
mobile,35.0
mobile,296.0
mobile,65.0
mobile,-20.0
mobile,-653.0
mobile,-26.0
mobile,79.0
mobile,81.0
connect,37.0
mobile,-86.0
connect,-318.0
mobile,-367.0
mobile,105.0
mobile,-79.0
connect,-58.0
mobile,-38.0
mobile,437.0
mobile,-655.0
connect,24.0
mobile,22.0
mobile,82.0
connect,-14.0
mobile,-61.0
mobile,1631.0
mobile,127.0
mobile,99.0
mobile,69.0
mobile,17.0
mobile,91.0
mobile,59.0
connect,55.0
mobile,13.0
mobile,2977.0
mobile,21.0
mobile,72.0
mobile,77.0
mobile,16.0
mobile,301.0
mobile,247.0
mobile,1.0
connect,-8.0
mobile,-70.0
mobile,-1.0
connect,-22.0
mobile,287.0
mobile,-2.0
connect,33.0
mobile,240.0
mobile,87.0
mobile,31.0
connect,-118.0
connect,-25.0
mobile,74.0
mobile,117.0
mobile,-55.0
connect,243.0
connect,4.0
mobile,4.0
mobile,51.0
connect,-43.0
mobile,39.0
connect,46.0
mobile,38.0
mobile,10.0
mobile,-9.0
mobile,-183.0
mobile,856.0
mobile,250.0
connect,9.0
mobile,33.0
mobile,-43.0
mobile,-75.0
connect,29.0
mobile,-7.0
mobile,5.0
mobile,452.0
mobile,13.0
mobile,112.0
mobile,55.0
mobile,-152.0
mobile,-72.0
mobile,25.0
mobile,-46.0
mobile,-85.0
mobile,-12.0
mobile,-22.0
mobile,-6.0
connect,29.0
mobile,54.0
mobile,-178.0
connect,-96.0
mobile,-313.0
connect,13.0
mobile,15.0
mobile,23.0
mobile,45.0
mobile,-176.0
mobile,2337.0
mobile,33.0
mobile,12.0
mobile,-10.0
mobile,-35.0
connect,-552.0
mobile,28.0
mobile,57.0
mobile,-193.0
mobile,-173.0
mobile,27.0
mobile,94.0
mobile,36.0
mobile,-16.0
mobile,121.0
mobile,105.0
mobile,-184.0
connect,-43.0
mobile,-28.0
connect,112.0
mobile,29.0
mobile,15.0
connect,-46.0
mobile,86.0
connect,-1.0
mobile,-36.0
mobile,-25.0
mobile,-35.0
mobile,4.0
mobile,-8.0
mobile,70.0
connect,244.0
connect,-159.0
mobile,-12.0
mobile,-11.0
mobile,6.0
mobile,-56.0
mobile,-18.0
mobile,-317.0
connect,-22.0
connect,-137.0
mobile,-4.0
mobile,-236.0
mobile,299.0
mobile,-78.0
connect,-459.0
mobile,8.0
mobile,53.0
mobile,-196.0
mobile,8.0
connect,4.0
mobile,204.0
mobile,-27.0
mobile,12.0
connect,34.0
mobile,-8.0
mobile,113.0
mobile,86.0
mobile,0.0
mobile,-286.0
connect,-150.0
mobile,130.0
mobile,27.0
mobile,759.0
mobile,71.0
mobile,39.0
mobile,75.0
mobile,-4.0
mobile,451.0
mobile,-118.0
mobile,71.0
mobile,33.0
connect,-33.0
connect,-6.0
mobile,80.0
mobile,2.0
mobile,770.0
mobile,29.0
mobile,-30.0
connect,-567.0
connect,9.0
mobile,95.0
connect,-246.0
connect,104.0
connect,-141.0
mobile,5.0
mobile,-4.0
mobile,310.0
mobile,-15.0
connect,-1404.0
connect,10.0
mobile,72.0
connect,147.0
mobile,8487.0
mobile,28.0
connect,-97.0
mobile,-87.0
connect,32.0
mobile,-52.0
mobile,536.0
mobile,-84.0
mobile,53.0
connect,-37.0
mobile,51.0
mobile,-35.0
mobile,-49.0
mobile,29.0
mobile,28.0
mobile,-74.0
mobile,-11.0
mobile,53.0
mobile,6.0
mobile,27.0
mobile,-76.0
mobile,-54.0
mobile,305.0
mobile,96.0
mobile,-2.0
connect,-1.0
mobile,37.0
connect,14.0
mobile,112.0
connect,-470.0
connect,-43.0
mobile,-9.0
mobile,-60.0
mobile,-29.0
connect,2.0
mobile,35.0
mobile,-53.0
connect,-137.0
mobile,205.0
mobile,-96.0
mobile,-3.0
mobile,123.0
mobile,-51.0
mobile,18.0
mobile,1544.0
mobile,62.0
mobile,-958.0
mobile,2.0
mobile,411.0
connect,-108.0
mobile,36.0
mobile,40.0
mobile,761.0
mobile,-18.0
connect,111.0
connect,0.0
mobile,106.0
mobile,-129.0
mobile,229.0
mobile,-4.0
mobile,5.0
mobile,59.0
mobile,75.0
mobile,-42.0
mobile,113.0
mobile,-46.0
mobile,43.0
mobile,6.0
mobile,-3.0
connect,6.0
mobile,33.0
connect,53.0
connect,-72.0
mobile,-38.0
mobile,-51.0
mobile,83.0
connect,-248.0
mobile,94.0
mobile,79.0
mobile,-802.0
mobile,-91.0
mobile,-25.0
mobile,42.0
mobile,-85.0
mobile,84.0
mobile,81.0
connect,41.0
mobile,245.0
connect,19.0
mobile,116.0
mobile,42.0
connect,-2938.0
mobile,-35.0
mobile,11.0
mobile,68.0
mobile,-22.0
mobile,146.0
mobile,0.0
mobile,440.0
connect,-73.0
mobile,71.0
mobile,-6.0
mobile,21.0
connect,-66.0
mobile,13.0
connect,-53.0
mobile,5.0
mobile,38.0
connect,65.0
connect,13.0
mobile,-38.0
mobile,106.0
mobile,-2.0
mobile,-11.0
mobile,749.0
connect,50.0
mobile,-97.0
mobile,-65.0
connect,-838.0
mobile,-58.0
mobile,-28.0
mobile,281.0
mobile,-27.0
mobile,45.0
mobile,165.0
mobile,28.0
mobile,62.0
mobile,-85.0
mobile,-23.0
connect,-672.0
mobile,-88.0
connect,14.0
connect,35.0
mobile,6.0
mobile,29.0
connect,-24.0
mobile,63.0
mobile,26.0
mobile,-29.0
mobile,-33.0
mobile,768.0
mobile,322.0
mobile,122.0
mobile,-444.0
mobile,74.0
mobile,113.0
mobile,202.0
mobile,113.0
mobile,113.0
mobile,25.0
mobile,312.0
mobile,-21.0
mobile,38.0
mobile,-214.0
connect,-10.0
mobile,2.0
mobile,-326.0
mobile,120.0
mobile,-19.0
mobile,-74.0
connect,719.0
mobile,80.0
mobile,-85.0
mobile,705.0
mobile,115.0
mobile,-38.0
mobile,-73.0
mobile,-62.0
mobile,-59.0
mobile,31.0
mobile,73.0
connect,-13.0
connect,-8.0
mobile,-181.0
mobile,-11.0
mobile,617.0
mobile,385.0
mobile,-55.0
mobile,43.0
mobile,46.0
mobile,62.0
mobile,1.0
mobile,-45.0
mobile,-146.0
mobile,-59.0
mobile,-48.0
mobile,1277.0
mobile,10.0
mobile,34.0
connect,-33.0
mobile,93.0
mobile,2.0
mobile,-35.0
mobile,9.0
mobile,-84.0
mobile,48.0
connect,435.0
mobile,7.0
mobile,41.0
mobile,8.0
mobile,156.0
mobile,198.0
mobile,136.0
mobile,7.0
mobile,34.0
connect,7.0
mobile,-126.0
connect,11.0
connect,151.0
mobile,-1.0
mobile,-119.0
mobile,-130.0
mobile,-55.0
mobile,92.0
mobile,66.0
mobile,93.0
mobile,-60.0
mobile,8.0
mobile,10.0
mobile,529.0
mobile,53.0
mobile,5768.0
mobile,188.0
mobile,0.0
connect,0.0
connect,-352.0
connect,20.0
mobile,-4.0
connect,459.0
mobile,0.0
mobile,-121.0
connect,76.0
mobile,63.0
mobile,-105.0
mobile,153.0
mobile,-74.0
connect,-69.0
mobile,-31.0
mobile,-184.0
connect,-16.0
mobile,-15.0
mobile,4.0
mobile,-8.0
mobile,16.0
mobile,-8.0
mobile,5.0
connect,-65.0
mobile,-86.0
mobile,61.0
mobile,22.0
connect,4.0
mobile,-351.0
mobile,1169.0
mobile,214.0
connect,23.0
connect,34.0
mobile,20.0
mobile,15.0
mobile,-68.0
mobile,-209.0
mobile,-8.0
mobile,191.0
mobile,0.0
mobile,163.0
connect,14.0
mobile,-80.0
mobile,14.0
mobile,-1484.0
mobile,12.0
mobile,0.0
mobile,-16.0
mobile,5.0
connect,104.0
mobile,35.0
mobile,97.0
connect,14.0
mobile,-61.0
mobile,8.0
mobile,159.0
mobile,964.0
mobile,-154.0
connect,-20.0
connect,54.0
mobile,15.0
mobile,141.0
connect,-77.0
mobile,-731.0
connect,-13.0
connect,-122.0
connect,210.0
connect,-74.0
mobile,-347.0
mobile,-154.0
mobile,33.0
mobile,153.0
mobile,-699.0
mobile,107.0
mobile,14.0
connect,0.0
connect,-73.0
connect,-115.0
mobile,-10.0
connect,-11.0
connect,-111.0
mobile,50.0
mobile,19.0
mobile,-40.0
mobile,-16.0
mobile,-28.0
connect,12.0
mobile,-70.0
mobile,100.0
connect,17.0
mobile,26.0
mobile,60.0
mobile,60.0
connect,199.0
mobile,50.0
mobile,61.0
mobile,760.0
mobile,835.0
mobile,-37.0
mobile,-17.0
mobile,-123.0
mobile,36.0
mobile,6.0
mobile,-181.0
mobile,687.0
connect,-422.0
mobile,-235.0
mobile,-18.0
mobile,-49.0
mobile,20.0
mobile,-30.0
mobile,4.0
mobile,-68.0
mobile,7.0
mobile,78.0
mobile,1.0
mobile,35.0
mobile,789.0
mobile,-102.0
mobile,36.0
mobile,1760.0
mobile,-37.0
mobile,114.0
mobile,-4.0
mobile,11.0
mobile,85.0
mobile,82.0
connect,31.0
mobile,26.0
mobile,-52.0
mobile,-168.0
mobile,105.0
mobile,-19.0
mobile,85.0
mobile,-45.0
connect,-176.0
connect,215.0
mobile,567.0
mobile,7139.0
mobile,97.0
mobile,-17.0
mobile,218.0
connect,79.0
mobile,146.0
mobile,4.0
connect,-27.0
connect,3.0
mobile,225.0
connect,3.0
mobile,137.0
mobile,7.0
mobile,-64.0
mobile,1.0
mobile,38.0
mobile,-2.0
mobile,-1221.0
mobile,18.0
mobile,-7.0
mobile,23.0
mobile,3.0
mobile,-40.0
connect,-151.0
mobile,-10.0
connect,-30.0
mobile,9.0
mobile,4.0
mobile,-98.0
connect,34.0
mobile,117.0
mobile,64.0
mobile,-2.0
mobile,53.0
mobile,-5.0
mobile,122.0
mobile,8.0
mobile,78.0
mobile,44.0
connect,-52.0
mobile,51.0
connect,-79.0
connect,47.0
connect,69.0
mobile,-143.0
mobile,-18.0
connect,5.0
mobile,38.0
mobile,-1.0
mobile,-168.0
mobile,1777.0
mobile,-17.0
mobile,4.0
mobile,-5.0
mobile,-51.0
mobile,58.0
mobile,105.0
mobile,-239.0
mobile,1218.0
mobile,-91.0
connect,-117.0
connect,9.0
mobile,-142.0
mobile,-157.0
mobile,126.0
connect,124.0
mobile,46.0
mobile,31.0
mobile,14.0
mobile,-233.0
mobile,-115.0
mobile,-8.0
mobile,-5.0
mobile,392.0
mobile,-993.0
mobile,-130.0
mobile,197.0
mobile,33.0
connect,-29.0
mobile,-51.0
mobile,271.0
connect,-46.0
mobile,2.0
mobile,61.0
mobile,-26.0
mobile,33.0
mobile,-121.0
connect,-61.0
mobile,1294.0
connect,-57.0
mobile,-8.0
mobile,51.0
mobile,29.0
mobile,165.0
mobile,39.0
mobile,18.0
mobile,218.0
mobile,39.0
mobile,-67.0
mobile,-8.0
mobile,222.0
mobile,-179.0
connect,10.0
mobile,-76.0
mobile,-39.0
mobile,-7.0
mobile,263.0
mobile,-6.0
mobile,-96.0
mobile,-4.0
mobile,29.0
mobile,32.0
mobile,1.0
mobile,67.0
mobile,323.0
connect,-67.0
mobile,3.0
mobile,-412.0
mobile,179.0
mobile,34.0
mobile,-52.0
mobile,182.0
mobile,60.0
mobile,-34.0
mobile,117.0
mobile,-58.0
connect,-12.0
mobile,61.0
mobile,111.0
mobile,85.0
mobile,39.0
mobile,90.0
connect,-136.0
connect,-66.0
mobile,24.0
mobile,126.0
mobile,-44.0
mobile,19.0
mobile,-23.0
mobile,-290.0
mobile,204.0
mobile,-107.0
mobile,-226.0
mobile,544.0
mobile,-56.0
mobile,36.0
mobile,91.0
connect,194.0
mobile,-328.0
mobile,0.0
mobile,50.0
mobile,0.0
mobile,12.0
connect,-60.0
mobile,226.0
mobile,170.0
mobile,133.0
mobile,39.0
mobile,-45.0
mobile,199.0
mobile,32.0
mobile,95.0
mobile,-92.0
mobile,55.0
connect,-49.0
mobile,48.0
mobile,-4.0
mobile,-3.0
mobile,24.0
mobile,92.0
mobile,-55.0
connect,32.0
mobile,-23.0
mobile,160.0
mobile,-12.0
mobile,53.0
mobile,144.0
mobile,457.0
mobile,-174.0
connect,-592.0
connect,88.0
mobile,161.0
mobile,22.0
mobile,1.0
mobile,18.0
mobile,-39.0
mobile,7.0
mobile,-38.0
mobile,-29.0
connect,7.0
mobile,37.0
mobile,22.0
mobile,-4.0
mobile,190.0
mobile,-61.0
mobile,-335.0
mobile,143.0
mobile,47.0
mobile,106.0
mobile,33.0
mobile,-14.0
mobile,80.0
connect,82.0
mobile,-3.0
mobile,34.0
mobile,62.0
connect,41.0
connect,-194.0
connect,-77.0
mobile,-1026.0
mobile,-56.0
connect,298.0
connect,-581.0
mobile,3.0
connect,149.0
mobile,5.0
mobile,-110.0
mobile,39.0
mobile,87.0
mobile,183.0
mobile,-105.0
mobile,-57.0
mobile,94.0
mobile,115.0
mobile,-197.0
mobile,33.0
mobile,-42.0
connect,-361.0
mobile,-51.0
mobile,-3.0
connect,37.0
mobile,18.0
mobile,297.0
mobile,101.0
mobile,-2.0
mobile,72.0
connect,-103.0
mobile,1.0
connect,23.0
mobile,47.0
connect,-64.0
mobile,126.0
mobile,1.0
mobile,28.0
mobile,30.0
mobile,469.0
mobile,104.0
mobile,-55.0
mobile,31.0
mobile,24.0
mobile,-2.0
mobile,69.0
mobile,1.0
connect,25.0
mobile,81.0
mobile,107.0
connect,-251.0
mobile,-5.0
connect,-56.0
connect,27.0
connect,-62.0
mobile,52.0
connect,405.0
connect,-44.0
connect,4.0
mobile,5.0
mobile,-2.0
mobile,-5.0
mobile,11.0
mobile,75.0
mobile,-4.0
mobile,-177.0
mobile,-3.0
connect,90.0
mobile,-67.0
mobile,-30.0
mobile,-188.0
mobile,-6.0
mobile,-142.0
mobile,30.0
mobile,-853.0
connect,-89.0
mobile,-120.0
mobile,72.0
mobile,-27.0
mobile,61.0
connect,-6.0
mobile,-29.0
mobile,515.0
mobile,-1226.0
connect,-39.0
mobile,183.0
mobile,21.0
mobile,161.0
mobile,-76.0
mobile,3.0
mobile,2883.0
mobile,4.0
mobile,-65.0
mobile,-103.0
connect,1064.0
mobile,-2167.0
mobile,-93.0
connect,-167.0
mobile,41.0
mobile,165.0
connect,28.0
mobile,56.0
mobile,-9.0
mobile,85.0
mobile,143.0
mobile,120.0
connect,-84.0
mobile,-83.0
connect,66.0
mobile,28.0
mobile,-585.0
mobile,138.0
mobile,279.0
mobile,113.0
connect,-5.0
connect,-2.0
mobile,-77.0
mobile,6.0
connect,-131.0
mobile,10.0
